window,balance,return_val,position
1,200.0006770839665,0.0006770839665004874,LONG
2,300.00075565222664,7.856826019196808e-05,LONG
3,400.00147761277395,0.0007219605472891986,LONG
4,500.001630992387,0.00015337961306189824,LONG
