window,balance,return_val,position
1,200.00005458668812,5.458668813220407e-05,LONG
2,300.0001867712899,0.00013218460177775245,LONG
3,400.0011952043824,0.001008433092485475,LONG
4,500.0007039609907,-0.0004912433917260311,LONG
