window,balance,return_val,position
1,200.000723583406,0.0007235834059968592,LONG
2,300.0001798721024,-0.0005437113035776789,LONG
3,400.002459874873,0.0022800027706081963,LONG
4,500.0031198707227,0.0006599958496760407,LONG
