window,balance,return_val,position
1,199.99980141827606,-0.00019858172394837187,SHORT
2,300.00005002457397,0.00024860629788926773,SHORT
3,400.0009228872628,0.0008728626888432436,SHORT
4,500.00124673830874,0.0003238510459227217,SHORT
