window,balance,return_val,position
1,200.0003587875722,0.00035878757219823807,SHORT
2,300.00048700341074,0.0001282158385495042,SHORT
3,400.0003734140821,-0.00011358932862540557,SHORT
4,500.0006177942568,0.00024438017472143354,SHORT
