window,balance,return_val,position
1,199.99951917132805,-0.0004808286719478473,SHORT
2,299.9982481593281,-0.0012710119999814003,SHORT
3,399.9935729835149,-0.004675175813191923,SHORT
4,499.99394165047516,0.0003686669602132132,SHORT
5,599.9934026683754,-0.0005389820996725094,SHORT
6,699.9936848378566,0.0002821694811454182,SHORT
7,699.9946319304163,0.0009470925597801251,SHORT
