window,balance,return_val,position
1,199.99906490841207,-0.000935091587943173,SHORT
2,299.9990344503786,-3.0458033438259877e-05,SHORT
3,399.99202902578963,-0.007005424588940023,SHORT
4,399.99284476530977,0.0008157395201572479,SHORT
