Reading,Currency,Max,Min,Mean,Vol,FD
8,USD_PLN,4.55317,4.54748,4.5508041,0.00569,141827.768
9,USD_PLN,4.55115,4.546,4.5488718,0.00515,64271.84466
10,USD_PLN,4.54752,4.54483,4.5463377,0.00269,140892.1933
11,USD_PLN,4.546705,4.54382,4.5454112,0.002885,281455.8059
12,USD_PLN,4.54635,4.54433,4.5452102,0.00202,320792.0792
13,USD_PLN,4.54475,4.53884,4.541083,0.00591,141116.7513
14,USD_PLN,4.54285,4.53833,4.5409245,0.00452,76106.19469
15,USD_PLN,4.540995,4.53772,4.5387581,0.003275,141984.7328
16,USD_PLN,4.54152,4.53809,4.5401083,0.00343,153061.2245
17,USD_PLN,4.54211,4.53755,4.5399521,0.00456,110087.7193
18,USD_PLN,4.539995,4.53728,4.5384434,0.002715,122651.9337
19,USD_PLN,4.541155,4.53822,4.5399538,0.002935,200681.431
20,USD_PLN,4.54171,4.53928,4.5400958,0.00243,185185.1852
21,USD_PLN,4.542865,4.53931,4.5413811,0.003555,143459.9156
22,USD_PLN,4.5423,4.53945,4.5411752,0.00285,120000
23,USD_PLN,4.543365,4.53985,4.5408017,0.003515,114935.9886
24,USD_PLN,4.54448,4.539845,4.5417206,0.004635,97087.37864
25,USD_PLN,4.542925,4.540885,4.5415524,0.00204,95588.23529
26,USD_PLN,4.54365,4.54208,4.542674,0.00157,345222.9299
27,USD_PLN,4.543785,4.541525,4.5425411,0.00226,426548.6726
28,USD_PLN,4.544,4.54178,4.5427788,0.00222,318918.9189
29,USD_PLN,4.54245,4.53953,4.5409823,0.00292,308904.1096
30,USD_PLN,4.54125,4.538685,4.5399657,0.002565,252631.5789
31,USD_PLN,4.54036,4.5387,4.5395239,0.00166,301204.8193
32,USD_PLN,4.541105,4.53851,4.53971,0.002595,257803.4682
33,USD_PLN,4.541075,4.53793,4.5397146,0.003145,259777.4245
34,USD_PLN,4.54145,4.53985,4.5406504,0.0016,308125
35,USD_PLN,4.5416,4.539785,4.5404777,0.001815,468319.5592
36,USD_PLN,4.5465,4.5385,4.539401,0.008,112500
37,USD_PLN,4.544,4.53895,4.5404636,0.00505,72871.28713
38,USD_PLN,4.543665,4.54155,4.5421029,0.002115,134751.773
39,USD_PLN,4.54365,4.54225,4.5429925,0.0014,277857.1429
40,USD_PLN,4.54365,4.54275,4.5430452,0.0009,698888.8889
41,USD_PLN,4.54375,4.54215,4.5428681,0.0016,843750
42,USD_PLN,4.54295,4.5419,4.5423108,0.00105,820952.381
43,USD_PLN,4.542775,4.5412,4.5418992,0.001575,438095.2381
44,USD_PLN,4.54245,4.54145,4.5417665,0.001,317000
45,USD_PLN,4.54475,4.54045,4.5429886,0.0043,802558.1395
46,USD_PLN,4.54359,4.53985,4.5411677,0.00374,317379.6791
47,USD_PLN,4.5417,4.53945,4.5405204,0.00225,411111.1111
48,USD_PLN,4.542525,4.53935,4.5405424,0.003175,437795.2756
49,USD_PLN,4.5437,4.53995,4.5416204,0.00375,376800
50,USD_PLN,4.543295,4.54185,4.5423843,0.001445,312110.7266
51,USD_PLN,4.54355,4.5407,4.5418402,0.00285,640000
52,USD_PLN,4.543215,4.54055,4.5415363,0.002665,495309.5685
53,USD_PLN,4.543595,4.54125,4.5420245,0.002345,314712.1535
54,USD_PLN,4.544735,4.541385,4.5430127,0.00335,162985.0746
55,USD_PLN,4.54455,4.5422,4.5433462,0.00235,134468.0851
56,USD_PLN,4.54255,4.54075,4.5416142,0.0018,290000
57,USD_PLN,4.5431,4.54115,4.5422975,0.00195,282051.2821
58,USD_PLN,4.54255,4.5395,4.5415064,0.00305,188852.459
59,USD_PLN,4.54095,4.5395,4.5402149,0.00145,254482.7586
60,USD_PLN,4.542,4.54025,4.5411751,0.00175,571428.5714
61,USD_PLN,4.5429,4.53785,4.5407468,0.00505,152277.2277
62,USD_PLN,4.53935,4.537825,4.5387156,0.001525,169836.0656
63,USD_PLN,4.53965,4.5368,4.5380629,0.00285,322807.0175
64,USD_PLN,4.5429,4.5389,4.5408069,0.004,137500
65,USD_PLN,4.54485,4.54145,4.5426142,0.0034,103529.4118
66,USD_PLN,4.54465,4.54155,4.543036,0.0031,136451.6129
67,USD_PLN,4.5428,4.53895,4.5403722,0.00385,144935.0649
68,USD_PLN,4.54185,4.53895,4.540426,0.0029,110000
69,USD_PLN,4.54135,4.53925,4.5405086,0.0021,161904.7619
70,USD_PLN,4.54025,4.53795,4.5392106,0.0023,218260.8696
71,USD_PLN,4.54055,4.53865,4.5397939,0.0019,390000
72,USD_PLN,4.54335,4.54015,4.5420371,0.0032,239687.5
73,USD_PLN,4.54395,4.54085,4.542519,0.0031,129677.4194
74,USD_PLN,4.54305,4.54005,4.5417696,0.003,153000
75,USD_PLN,4.542,4.5401,4.5409633,0.0019,262105.2632
76,USD_PLN,4.54255,4.54045,4.5413337,0.0021,444761.9048
77,USD_PLN,4.5428,4.54115,4.5419746,0.00165,260000
78,USD_PLN,4.54215,4.5406,4.5414945,0.00155,521290.3226
79,USD_PLN,4.5418,4.538,4.5403356,0.0038,296578.9474
80,USD_PLN,4.53895,4.5321,4.5353331,0.00685,76788.32117
81,USD_PLN,4.53685,4.5341,4.5351998,0.00275,78545.45455
82,USD_PLN,4.53805,4.53515,4.5370124,0.0029,182758.6207
83,USD_PLN,4.5387,4.5367,4.5378855,0.002,190000
84,USD_PLN,4.54005,4.5376,4.5386373,0.00245,369795.9184
85,USD_PLN,4.54055,4.53845,4.5396542,0.0021,285714.2857
86,USD_PLN,4.54125,4.53965,4.5405399,0.0016,347500
87,USD_PLN,4.54475,4.5394,4.5427064,0.00535,197943.9252
88,USD_PLN,4.54535,4.5435,4.5444298,0.00185,185405.4054
89,USD_PLN,4.54495,4.5426,4.5436931,0.00235,345957.4468
90,USD_PLN,4.54395,4.5414,4.5427702,0.00255,257254.902
91,USD_PLN,4.54325,4.5413,4.5421858,0.00195,345128.2051
92,USD_PLN,4.54435,4.54225,4.5432181,0.0021,571904.7619
93,USD_PLN,4.54395,4.542,4.5430988,0.00195,375897.4359
94,USD_PLN,4.5433,4.54155,4.5425053,0.00175,421142.8571
95,USD_PLN,4.54265,4.54055,4.5417787,0.0021,346190.4762
96,USD_PLN,4.54185,4.5394,4.5409551,0.00245,272244.898
97,USD_PLN,4.54105,4.538345,4.5399319,0.002705,217375.2311
98,USD_PLN,4.54265,4.54085,4.5418538,0.0018,276111.1111
99,USD_PLN,4.54265,4.54028,4.5418967,0.00237,454430.3797
100,USD_PLN,4.54215,4.53952,4.5409794,0.00263,507224.3346
