window,balance,return_val,position
1,199.99957230986652,-0.0004276901334884161,LONG
2,299.99916351336464,-0.0004087965018792609,LONG
3,399.99820325974963,-0.0009602536149804749,LONG
4,399.99759478459595,-0.0006084751536762653,LONG
