inserttime,period,max,min,mean,vol,fd,return_val
2022-12-02 02:34:45,1,7.78125,7.7808150000000005,7.781061553672322,0.0004349999999995191,0.0,0.0
2022-12-02 02:42:25,2,7.78115,7.78005,7.780651864406781,0.001100000000000101,1662727.2727271202,-5.2652104435351965e-05
2022-12-02 02:50:04,3,7.780135,7.778345,7.779158833333335,0.0017899999999997362,326256.9832402715,-0.00019189022969604848
2022-12-02 02:57:32,4,7.78065,7.7782800000000005,7.779545109890113,0.002369999999999095,142194.0928270585,4.965531171866105e-05
2022-12-02 03:05:08,5,7.78055,7.779344999999999,7.779933254437871,0.0012050000000005667,162655.60165967455,4.989296189892381e-05
2022-12-02 03:12:49,6,7.77975,7.77905,7.779464869281037,0.000700000000000145,644285.7142855809,-6.020426416472636e-05
2022-12-02 03:20:31,7,7.78035,7.779525,7.779962126865673,0.0008250000000007418,636363.6363630642,6.391925318656866e-05
2022-12-02 03:28:14,8,7.78115,7.78015,7.780722438271603,0.001000000000000334,571999.999999809,9.772687752611635e-05
2022-12-02 03:36:14,9,7.7825500000000005,7.780749999999999,7.781733575418995,0.001800000000001134,348333.3333331139,0.00012995414698494467
2022-12-02 03:44:06,10,7.78295,7.7821750000000005,7.782565669642858,0.000774999999999082,433548.38709728775,0.00010692915862486737
2022-12-02 03:52:27,11,7.78245,7.7812,7.7818328899082525,0.0012499999999997513,1091200.000000217,-9.41565758273502e-05
2022-12-02 04:00:14,12,7.78217,7.78125,7.781606940298512,0.0009199999999998099,498913.043478364,-2.9035525812120447e-05
2022-12-02 04:08:22,13,7.78225,7.781715,7.782009220430115,0.0005350000000001742,1297196.2616818205,5.169628004715988e-05
2022-12-02 04:16:56,14,7.78332,7.781805,7.78229690217392,0.001514999999999489,1161716.1716175536,3.696754085696862e-05
2022-12-02 04:24:36,15,7.78625,7.7832349999999995,7.785181590909091,0.003015000000000434,314096.1857379316,0.0003706731793238562
2022-12-02 04:32:52,16,7.7862,7.783925,7.785306485849055,0.002275000000000027,165274.7252747233,1.6042649552237125e-05
2022-12-02 04:40:51,17,7.784205,7.7833000000000006,7.783678581081086,0.0009049999999994895,420994.475138359,-0.0002090996380075714
2022-12-02 04:48:58,18,7.78435,7.781594999999999,7.783320203252031,0.002755000000000507,365154.2649727096,-4.6042218383173846e-05
2022-12-02 04:57:20,19,7.78235,7.781385,7.781903710526322,0.0009649999999998826,328497.4093264648,-0.0001819908071001813
2022-12-02 05:07:34,20,7.78235,7.7806,7.781669791666659,0.0017500000000003624,668571.4285712901,-3.0059336168130077e-05
2022-12-02 05:15:13,21,7.78165,7.7805,7.781300789473687,0.0011499999999999844,319130.434782613,-4.741941033880055e-05
2022-12-02 05:23:09,22,7.7814,7.7802500000000006,7.781109220779225,0.0011499999999990962,665217.3913048706,-2.4619109278154267e-05
2022-12-02 05:31:05,23,7.781549999999999,7.7804,7.781156898148146,0.0011499999999990962,536521.7391308565,6.127322926400405e-06
2022-12-02 05:38:55,24,7.781745,7.78045,7.781030032679745,0.001294999999999824,755984.5559846587,-1.6304191017132083e-05
2022-12-02 05:46:29,25,7.78148,7.7809349999999995,7.781073840000006,0.0005450000000006838,642201.8348615796,5.630015573402848e-06
2022-12-02 05:54:14,26,7.78167,7.7809349999999995,7.781323289473677,0.0007350000000005963,1506122.44897837,3.205848945791431e-05
2022-12-02 06:02:27,27,7.781805,7.78125,7.78144035211267,0.0005550000000003052,2084684.684683538,1.5044052873549777e-05
2022-12-02 06:10:09,28,7.78355,7.78125,7.782106265060235,0.0022999999999999687,488695.65217391966,8.557708051883262e-05
2022-12-02 06:17:50,29,7.785705,7.78335,7.784511298701309,0.002354999999999663,136305.73248409593,0.000309046620433902
2022-12-02 06:25:27,30,7.78589,7.784695,7.785353971428574,0.0011950000000000571,190794.97907948878,0.0001082499202493487
2022-12-02 06:33:13,31,7.78505,7.7835,7.7840428333333405,0.0015499999999999403,541935.4838709886,-0.0001684108519721838
2022-12-02 06:40:45,32,7.78435,7.78355,7.783862669491523,0.0007999999999999119,406250.00000004476,-2.3145278832000786e-05
2022-12-02 06:48:36,33,7.785335,7.783849999999999,7.784644972972982,0.0014850000000006247,797306.3973060619,0.00010050324815284572
2022-12-02 06:56:21,34,7.785385,7.7848500000000005,7.78502131756757,0.000534999999999286,871028.03738434,4.834447760871464e-05
2022-12-02 07:04:21,35,7.78525,7.78395,7.784641414141414,0.0012999999999996348,1218461.5384618808,-4.879927885341911e-05
2022-12-02 07:12:26,36,7.78435,7.78335,7.7839268076923025,0.0009999999999994458,478000.0000002649,-9.179696418817184e-05
2022-12-02 07:20:39,37,7.7837499999999995,7.782805,7.783090068027219,0.0009449999999997516,648677.2486774191,-0.00010749582900195992
2022-12-02 07:28:45,38,7.78315,7.78275,7.78291496350365,0.00039999999999995595,1262500.000000139,-2.249807236437792e-05
2022-12-02 07:36:55,39,7.783849999999999,7.7828,7.783308911564622,0.0010499999999993292,1454285.7142866433,5.061703266952716e-05
2022-12-02 07:45:04,40,7.78395,7.78334,7.783602073863644,0.0006099999999999994,1540983.6065573785,3.766550992043153e-05
2022-12-02 07:53:27,41,7.783849999999999,7.783305,7.783570974842767,0.0005449999999989075,1855045.8715633517,-3.995453593656649e-06
2022-12-02 08:01:30,42,7.783849999999999,7.783305,7.783642064516136,0.0005449999999989075,2666055.045876904,9.13329801952053e-06
2022-12-02 08:09:44,43,7.78445,7.783635,7.7841080882352935,0.000814999999999344,1608588.9570565093,5.987219290081454e-05
